Price,Close,High,Low,Open,Volume
Ticker,ED,ED,ED,ED,ED
Date,,,,,
1962-03-05,0.2418777495622635,0.24264683620634064,0.24149320624022494,0.0,29600
1962-03-06,0.23995506763458252,0.24187778452268013,0.23995506763458252,0.0,38400
1962-03-07,0.24033957719802856,0.24033957719802856,0.23957049055099486,0.0,64800
1962-03-08,0.2426469475030899,0.24303149100151003,0.24149331700782958,0.0,23200
1962-03-09,0.2476458102464676,0.2476458102464676,0.2438003784103423,0.0,52800
1962-03-12,0.24879957735538483,0.24956866414782805,0.2484150339591632,0.0,31200
1962-03-13,0.2491839975118637,0.2491839975118637,0.24841491109979005,0.0,24000
1962-03-14,0.24841506779193878,0.24956869813772176,0.24841506779193878,0.0,23200
1962-03-15,0.24803055822849274,0.24918418873188106,0.24803055822849274,0.0,16000
1962-03-16,0.24841506779193878,0.24918415468912744,0.2476459808947501,0.0,28800
1962-03-19,0.2491839975118637,0.2491839975118637,0.24841491109979005,0.0,12800
1962-03-20,0.2491839975118637,0.2491839975118637,0.24841491109979005,0.0,20800
1962-03-21,0.25033771991729736,0.2507222632658646,0.24918408987159552,0.0,44800
1962-03-22,0.24956855177879333,0.25072218144803277,0.24841492210955393,0.0,35200
1962-03-23,0.2507224380970001,0.2507224380970001,0.24879972001343417,0.0,32000
1962-03-26,0.2530297040939331,0.2537987913404192,0.2491842678615025,0.0,43200
1962-03-27,0.2537984251976013,0.25456751133456373,0.25187570985519525,0.0,41600
1962-03-28,0.25226035714149475,0.2545676165055938,0.25226035714149475,0.0,45600
1962-03-29,0.25149112939834595,0.25302930144359576,0.2511065863870335,0.0,16000
1962-03-30,0.2491839975118637,0.250722170336011,0.2491839975118637,0.0,38400
1962-04-02,0.2464923858642578,0.24841510338269976,0.2464923858642578,0.0,16000
1962-04-03,0.24610784649848938,0.24687693351879716,0.24456967245787384,0.0,27200
1962-04-04,0.2445695400238037,0.2464922565334248,0.2445695400238037,0.0,30400
1962-04-05,0.24495412409305573,0.24610775419082523,0.24456958072713259,0.0,24000
1962-04-06,0.24687685072422028,0.24687685072422025,0.24456959043707802,0.0,31200
1962-04-09,0.243031308054924,0.24764582656229597,0.243031308054924,0.0,28800
1962-04-10,0.24495412409305573,0.2453386674589789,0.24341595062936308,0.0,16000
1962-04-11,0.2445695400238037,0.24687679983534902,0.2445695400238037,0.0,25600
1962-04-12,0.2445695400238037,0.2441849967218795,0.24341591011803104,0.0,13600
1962-04-13,0.2445695400238037,0.2445695400238037,0.24303136681610682,0.0,31200
1962-04-16,0.24495412409305573,0.2453386674589789,0.24341595062936308,0.0,23200
1962-04-17,0.2464923858642578,0.2464923858642578,0.24456966834581587,0.0,12800
1962-04-18,0.24495412409305573,0.2476459276545179,0.24495412409305575,0.0,36000
1962-04-19,0.24495412409305573,0.24610775419082523,0.24495412409305575,0.0,7200
1962-04-23,0.24495412409305573,0.24572321082490206,0.24456958072713259,0.0,19200
1962-04-24,0.2445695400238037,0.24533862662765216,0.2445695400238037,0.0,5600
1962-04-25,0.2457232028245926,0.2461077461779957,0.24533865947118946,0.0,17600
1962-04-26,0.243031308054924,0.24533856730860998,0.243031308054924,0.0,18400
1962-04-27,0.2418777495622635,0.24456955281653353,0.24187774956226352,0.0,35200
1962-04-30,0.2418777495622635,0.24687681274876497,0.24149320624022494,0.0,43200
1962-05-01,0.2407129853963852,0.24148947889766384,0.23372454388487723,0.0,48000
1962-05-02,0.2407129853963852,0.24459545290277848,0.2407129853963852,0.0,28000
1962-05-03,0.2411012351512909,0.24265422217319937,0.23760701435199683,0.0,36800
1962-05-04,0.2391599416732788,0.24148942162464193,0.2391599416732788,0.0,12000
1962-05-07,0.2407129853963852,0.24226597239894251,0.23954824514446718,0.0,13600
1962-05-08,0.23838350176811218,0.2407129822414162,0.23838350176811218,0.0,32000
1962-05-09,0.23760691285133362,0.23915989920983907,0.23527743331357545,0.0,24000
1962-05-10,0.23838350176811218,0.23838350176811218,0.23372454082150412,0.0,39200
1962-05-11,0.23333624005317688,0.23760695326546463,0.23333624005317688,0.0,29600
1962-05-14,0.23450103402137756,0.23450103402137756,0.22673609912000744,0.0,64800
1962-05-15,0.23605407774448395,0.2376070650980661,0.23450109039090183,0.0,21600
1962-05-16,0.23877164721488953,0.2407128801190756,0.23760690747237787,0.0,24000
1962-05-17,0.23760691285133362,0.2399363923890918,0.23644217308245455,0.0,18400
1962-05-18,0.23877164721488953,0.23877164721488953,0.23527742798735454,0.0,32000
1962-05-21,0.23683060705661774,0.23877184154068837,0.23566586636617534,0.0,25600
1962-05-22,0.23255977034568787,0.23683048399143505,0.23255977034568787,0.0,50400
1962-05-23,0.22984209656715393,0.2345010579840557,0.22984209656715393,0.0,15200
1962-05-24,0.22595959901809692,0.23255979349113415,0.22595959901809695,0.0,49600
1962-05-25,0.2220771759748459,0.22401841003057005,0.22052418873026655,0.0,64800
1962-05-28,0.20926505327224731,0.21741823716597122,0.20266485678685175,0.0,125600
1962-05-29,0.21664173901081085,0.21664173901081085,0.2034413463112274,0.0,168800
1962-05-31,0.22518321871757507,0.22518321871757507,0.22130074942934103,0.0,116800
1962-06-01,0.22751259803771973,0.22828909154638088,0.22363013049441394,0.0,57600
1962-06-04,0.21741805970668793,0.22906545576240336,0.21741805970668793,0.0,56000
1962-06-05,0.2197476327419281,0.2236300997515028,0.21664165913426833,0.0,51200
1962-06-06,0.22324194014072418,0.22440668069798014,0.22052421217379364,0.0,74400
1962-06-07,0.22091230750083923,0.22363003360366152,0.22091230750083923,0.0,22400
1962-06-08,0.2220771759748459,0.2220771759748459,0.21974769510797687,0.0,25600
1962-06-11,0.2205241322517395,0.22207711909858271,0.21897114540489626,0.0,29600
1962-06-12,0.21470050513744354,0.21974771411897476,0.21470050513744354,0.0,32800
1962-06-13,0.21741805970668793,0.21741805970668793,0.21237085474921125,0.0,85600
1962-06-14,0.21431218087673187,0.21664166110365288,0.21042971383186354,0.0,40000
1962-06-15,0.21741805970668793,0.21741805970668793,0.2112061151436397,0.0,68000
1962-06-18,0.22285376489162445,0.22363025884595067,0.21780655418850403,0.0,65600
1962-06-19,0.2220771759748459,0.22285366959713554,0.22052418873026655,0.0,22400
1962-06-20,0.21897141635417938,0.2220773938911181,0.2181949219699447,0.0,12800
1962-06-21,0.21470050513744354,0.21741823305057575,0.21470050513744354,0.0,48000
1962-06-22,0.20965322852134705,0.21431218915515476,0.20965322852134705,0.0,42400
1962-06-25,0.2104298323392868,0.2104298323392868,0.20654736310793465,0.0,56800
1962-06-26,0.2104298323392868,0.2135358077243685,0.20887684464674594,0.0,40000
1962-06-27,0.21198266744613647,0.2123709140898107,0.20887669429674252,0.0,24800
1962-06-28,0.21547700464725494,0.2158652515024752,0.21275927666071298,0.0,37600
1962-06-29,0.21702998876571655,0.2174182356150291,0.21431226082052868,0.0,38400
1962-07-02,0.22013603150844574,0.22013603150844574,0.21664180878608946,0.0,26400
1962-07-03,0.2205241322517395,0.22130062567516112,0.21897114540489626,0.0,17600
1962-07-05,0.22130060195922852,0.22130060195922852,0.21897112193860505,0.0,7200
1962-07-06,0.2220771759748459,0.2220771759748459,0.21935944829683204,0.0,27200
1962-07-09,0.2247948795557022,0.22479487955570224,0.22130065862996592,0.0,28000
1962-07-10,0.22712436318397522,0.23100683093070984,0.22712436318397522,0.0,57600
1962-07-11,0.2279006838798523,0.2279006838798523,0.2259594514788314,0.0,27200
1962-07-12,0.22867734730243683,0.2302303343808914,0.22828910053282317,0.0,21600
1962-07-13,0.2279006838798523,0.22867717684026065,0.2275124373996481,0.0,23200
1962-07-16,0.22984209656715393,0.22984209656715393,0.2263478755044776,0.0,17600
1962-07-17,0.22440673410892487,0.22984219133647668,0.22440673410892487,0.0,29600
1962-07-18,0.2267361730337143,0.2267361730337143,0.22440669180391587,0.0,12000
1962-07-19,0.22557128965854645,0.22673602953630143,0.22518304303262812,0.0,8800
1962-07-20,0.2267361730337143,0.2267361730337143,0.22557143241881508,0.0,24000
1962-07-23,0.22595959901809692,0.22673609248551307,0.22595959901809695,0.0,16000
1962-07-24,0.22557128965854645,0.22673602953630143,0.22557128965854645,0.0,24800
1962-07-25,0.2279006838798523,0.2279006838798523,0.22518295851842304,0.0,12800
1962-07-26,0.23061874508857727,0.23255998031659558,0.2279010157693516,0.0,27200
1962-07-27,0.23139512538909912,0.23139512538909912,0.22984213797038033,0.0,12800
1962-07-30,0.23255977034568787,0.23255977034568787,0.23100678356541615,0.0,27200
1962-07-31,0.23334409296512604,0.23412844285744577,0.23255974307280627,0.0,24800
1962-08-01,0.232167586684227,0.23295193663924127,0.2313832367292127,0.0,24000
1962-08-02,0.23334409296512604,0.2337362679112859,0.2321675681266464,0.0,11200
1962-08-03,0.232167586684227,0.23334411161674842,0.232167586684227,0.0,26400
1962-08-06,0.23099109530448914,0.2321676204079076,0.23059892027001633,0.0,6400
1962-08-07,0.22981449961662292,0.23099102435868754,0.22903014978857983,0.0,12800
1962-08-08,0.230599045753479,0.23099122100135908,0.22903034476195874,0.0,16000
1962-08-09,0.22942231595516205,0.23059884065236802,0.22942231595516205,0.0,4800
1962-08-10,0.23020662367343903,0.23138314815558608,0.22942227401867432,0.0,15200
1962-08-13,0.22981449961662292,0.22981449961662292,0.22903014978857983,0.0,13600
1962-08-14,0.23099109530448914,0.23099109530448914,0.22942239516659788,0.0,22400
1962-08-15,0.232167586684227,0.232167586684227,0.2313832367292127,0.0,26400
1962-08-16,0.23255977034568787,0.23334412032999036,0.23138324536923416,0.0,18400
1962-08-17,0.23452070355415344,0.23491287864370886,0.2321676530168208,0.0,27200
1962-08-20,0.23648159205913544,0.23805029250397214,0.23452071650308953,0.0,39200
1962-08-21,0.24079544842243195,0.2411876234198626,0.23687369844812523,0.0,32000
1962-08-22,0.242364302277565,0.24432517850958413,0.23922690030633437,0.0,24000
1962-08-23,0.2458939552307129,0.24746265669948936,0.2439330783947423,0.0,24000
1962-08-24,0.2458939552307129,0.24667830596510112,0.24471742912913053,0.0,16800
1962-08-27,0.242364302277565,0.24589387949519942,0.242364302277565,0.0,14400
1962-08-28,0.24275632202625275,0.2435406720166445,0.24157979704066507,0.0,37600
1962-08-29,0.24157975614070892,0.2427562809271085,0.24079540628310922,0.0,11200
1962-08-30,0.23844243586063385,0.24157983633248428,0.23844243586063385,0.0,8800
1962-08-31,0.23805028200149536,0.23844245709540227,0.23726593181368152,0.0,20800
1962-09-04,0.23687371611595154,0.2384424162226797,0.23687371611595154,0.0,9600
1962-09-05,0.23530519008636475,0.2384425926208496,0.23530519008636475,0.0,15200
1962-09-06,0.23844243586063385,0.23844243586063385,0.23687373562470862,0.0,12800
1962-09-07,0.23844243586063385,0.24001113609655905,0.23844243586063385,0.0,10400
1962-09-10,0.24118757247924805,0.24236409722304927,0.23961887282084646,0.0,20800
1962-09-11,0.2392268180847168,0.24118769364278825,0.2392268180847168,0.0,9600
1962-09-12,0.2400110363960266,0.24079538618817048,0.23922668660388272,0.0,14400
1962-09-13,0.2400110363960266,0.2400110363960266,0.23883451170781078,0.0,16800
1962-09-14,0.23844243586063385,0.23961896103757777,0.23687373562470862,0.0,47200
1962-09-17,0.23883472383022308,0.2415799505409153,0.23765819809706926,0.0,12000
1962-09-18,0.2392268180847168,0.24197204386601684,0.2392268180847168,0.0,20800
1962-09-19,0.2400110363960266,0.24079538618817048,0.2400110363960266,0.0,11200
1962-09-20,0.23883472383022308,0.2404034248077615,0.23883472383022308,0.0,17600
1962-09-21,0.23648159205913544,0.2392268178375997,0.23648159205913544,0.0,20800
1962-09-24,0.2290302813053131,0.23687378408974166,0.2290302813053131,0.0,34400
1962-09-25,0.2329520583152771,0.2329520583152771,0.2290303064917876,0.0,19200
1962-09-26,0.23020662367343903,0.23373619711988017,0.22981444884605667,0.0,11200
1962-09-27,0.23138335347175598,0.2321677038225077,0.2294224775948767,0.0,15200
1962-09-28,0.23334409296512604,0.2353049676959254,0.23138321823432664,0.0,16800
1962-10-01,0.230599045753479,0.2317755714971192,0.22981469525771886,0.0,14400
1962-10-02,0.232167586684227,0.232167586684227,0.229422361841677,0.0,16800
1962-10-03,0.230599045753479,0.2329520972407594,0.230599045753479,0.0,12800
1962-10-04,0.23255977034568787,0.2337362953221416,0.2309910703770829,0.0,15200
1962-10-05,0.2337363362312317,0.23412851129202236,0.23255981104885973,0.0,9600
1962-10-08,0.23491287231445312,0.23530504739344218,0.23373634707748592,0.0,16000
1962-10-09,0.23491287231445312,0.23530504739344218,0.23412852215647498,0.0,12000
1962-10-10,0.23530519008636475,0.23608954071998595,0.23452083945274352,0.0,46400
1962-10-11,0.23491287231445312,0.23569722247243124,0.23412852215647498,0.0,8800
1962-10-12,0.23334409296512604,0.2337362679112859,0.2321675681266464,0.0,12800
1962-10-15,0.2337363362312317,0.23491286141360368,0.23295198610965037,0.0,15200
1962-10-16,0.23412840068340302,0.23491275043443618,0.23412840068340302,0.0,13600
1962-10-17,0.23334409296512604,0.2337362679112859,0.23334409296512604,0.0,12800
1962-10-18,0.23138335347175598,0.23373640452401112,0.23138335347175598,0.0,18400
1962-10-19,0.22746163606643677,0.2305990379432152,0.22746163606643677,0.0,21600
1962-10-22,0.22432419657707214,0.2251085469147542,0.22197114556402592,0.0,41600
1962-10-23,0.21648061275482178,0.2211867130321005,0.21648061275482178,0.0,60800
1962-10-24,0.2200101613998413,0.2204023363755986,0.21334318681196734,0.0,76000
1962-10-25,0.22040237486362457,0.22040237486362457,0.2176571495539353,0.0,24000
1962-10-26,0.2207947075366974,0.2207947075366974,0.21961818156403293,0.0,16000
1962-10-29,0.22589285671710968,0.22903025750484732,0.22432415632324088,0.0,53600
1962-10-30,0.22827066481113434,0.22906327128617301,0.2251002389109797,0.0,34400
1962-10-31,0.23025208711624146,0.23144099634403617,0.22827057173658363,0.0,22400
1962-11-01,0.23025208711624146,0.23025208711624146,0.22906317788844677,0.0,8800
1962-11-02,0.23223364353179932,0.23223364353179932,0.22985582465604712,0.0,19200
1962-11-05,0.2326298952102661,0.2326298952102661,0.23104468297714675,0.0,19200
1962-11-07,0.23461152613162994,0.23540413263883142,0.23263000986362634,0.0,18400
1962-11-08,0.23659293353557587,0.23698923660682475,0.2350077212505804,0.0,24800
1962-11-09,0.2377820909023285,0.2377820909023285,0.23659318044781683,0.0,16000
1962-11-12,0.23936709761619568,0.24015970389969302,0.237781885049201,0.0,27200
1962-11-13,0.23936709761619568,0.24095231018319035,0.238970794474447,0.0,22400
1962-11-14,0.24214133620262146,0.24214133620262146,0.2409524262048999,0.0,24800
1962-11-15,0.2441226840019226,0.24491529011881197,0.2425374717681439,0.0,28000
1962-11-16,0.2441226840019226,0.24531159317725665,0.24333007788503325,0.0,20000
1962-11-19,0.2441226840019226,0.24491529011881197,0.2441226840019226,0.0,22400
1962-11-20,0.24570797383785248,0.24570797383785248,0.24372645791980527,0.0,44800
1962-11-21,0.24808578193187714,0.2480857819318771,0.24531165976969957,0.0,28800
1962-11-23,0.250463604927063,0.2512562112717689,0.24768948272059235,0.0,48000
1962-11-26,0.2520487308502197,0.2528413369220758,0.2504635187065077,0.0,80000
1962-11-27,0.2532378137111664,0.2540304203268508,0.250463690556271,0.0,65600
1962-11-28,0.25165271759033203,0.25442684203620974,0.25165271759033203,0.0,19200
1962-11-29,0.2536340057849884,0.2536340057849884,0.2516524901147932,0.0,42400
1962-11-30,0.2520487308502197,0.2532376399580038,0.2520487308502197,0.0,35200
1962-12-03,0.2520487308502197,0.2532376399580038,0.2516524278142917,0.0,20000
1962-12-04,0.2532378137111664,0.2532378137111664,0.2512562971719554,0.0,30400
1962-12-05,0.25165271759033203,0.253237931559405,0.25165271759033203,0.0,22400
1962-12-06,0.2532378137111664,0.2532378137111664,0.2520489037876398,0.0,30400
1962-12-07,0.2528414726257324,0.2532377758743621,0.2528414726257324,0.0,18400
1962-12-10,0.25244519114494324,0.25323779771054744,0.25244519114494324,0.0,26400
1962-12-11,0.2536340057849884,0.2536340057849884,0.2528413995169103,0.0,102400
1962-12-12,0.2575969696044922,0.2583895756648137,0.2548228483933669,0.0,68800
1962-12-13,0.25838977098464966,0.2587860743143807,0.25759716432518753,0.0,48000
1962-12-14,0.2607676386833191,0.2607676386833191,0.2583898182697934,0.0,50400
1962-12-17,0.25997501611709595,0.26076762287355054,0.2591824093606414,0.0,19200
1962-12-18,0.25997501611709595,0.25997501611709595,0.25878610598241414,0.0,26400
1962-12-19,0.2603711187839508,0.26116372492941187,0.25918220956575927,0.0,24000
1962-12-20,0.2619565427303314,0.2627491495162023,0.2603713291585896,0.0,37600
1962-12-21,0.2631452679634094,0.26393787419221487,0.262352661734604,0.0,30400
1962-12-24,0.26235273480415344,0.26235273480415344,0.25997491545547535,0.0,30400
1962-12-26,0.26433414220809937,0.26433414220809937,0.2623526268991931,0.0,13600
1962-12-27,0.26433414220809937,0.2659193544552244,0.26393783914631813,0.0,28800
1962-12-28,0.2647306025028229,0.2659195123943026,0.26393799590850303,0.0,20000
1962-12-31,0.26552316546440125,0.2659194686964377,0.264334255768292,0.0,24800
1963-01-02,0.25957855582237244,0.2643341934862938,0.25957855582237244,0.0,18400
1963-01-03,0.26393792033195496,0.2655231330666814,0.26076749486250206,0.0,24800
1963-01-04,0.2647306025028229,0.2655232090971427,0.264334299205663,0.0,28000
1963-01-07,0.2647306025028229,0.2655232090971427,0.2647306025028229,0.0,24000
1963-01-08,0.2671085298061371,0.26869374363287973,0.2659196194360801,0.0,33600
1963-01-09,0.2679009437561035,0.2686935500985772,0.2671083374136298,0.0,15200
1963-01-10,0.26948627829551697,0.27146779504768986,0.26790106489377863,0.0,39200
1963-01-11,0.26869356632232666,0.2710713854933207,0.26829726312716096,0.0,36800
1963-01-14,0.269882470369339,0.27067507674340463,0.2686935608082406,0.0,36000
1963-01-15,0.2702787220478058,0.2702787220478058,0.2694861158247917,0.0,5600
1963-01-16,0.2679009437561035,0.2694861564410509,0.26631573107115614,0.0,20800
1963-01-17,0.269882470369339,0.269882470369339,0.26710834806010936,0.0,26400
1963-01-18,0.2706752419471741,0.2714678488049989,0.26948633166043684,0.0,31200
1963-01-21,0.27107152342796326,0.27146782682478776,0.26948630984066524,0.0,18400
1963-01-22,0.27305299043655396,0.2742419004094272,0.26869365386935207,0.0,51200
1963-01-23,0.27265676856040955,0.27305307200308454,0.27226046511773455,0.0,34400
1963-01-24,0.2782048285007477,0.2786011316752502,0.2726565840577128,0.0,64800
1963-01-25,0.2774125039577484,0.2786014146889959,0.2762235932265009,0.0,35200
1963-01-28,0.27780839800834656,0.27978991297274275,0.2774120950154673,0.0,31200
1963-01-29,0.2758098542690277,0.27700902754845824,0.2746106809895971,0.0,49600
1963-01-30,0.2766091525554657,0.2766091525554657,0.27580970413767536,0.0,20000
1963-01-31,0.27620986104011536,0.27620986104011536,0.2750106865348761,0.0,22400
1963-02-01,0.2770092189311981,0.27820839303912537,0.27541032012062844,0.0,17600
1963-02-04,0.2770092189311981,0.27740894363384055,0.2766094942285557,0.0,10400
1963-02-05,0.2770092189311981,0.2770092189311981,0.27541032012062844,0.0,44000
1963-02-06,0.27740874886512756,0.27740874886512756,0.2766093000211359,0.0,16800
1963-02-07,0.2786083519458771,0.2786083519458771,0.2770094517912379,0.0,28800
1963-02-08,0.2782084345817566,0.2786081593440867,0.27660953553243617,0.0,23200
1963-02-11,0.2814059853553772,0.2822054341774095,0.27860791447826405,0.0,33600
1963-02-12,0.281806081533432,0.2822058064717773,0.27940773190336027,0.0,33600
1963-02-13,0.2846037745475769,0.2846037745475769,0.28220542813285016,0.0,43200
1963-02-14,0.2834048271179199,0.2858031754433184,0.28220565295522065,0.0,50400
1963-02-15,0.28540319204330444,0.28620264076051255,0.2822053971744719,0.0,39200
1963-02-18,0.2842041254043579,0.2862027479458794,0.2838044008960536,0.0,19200
1963-02-19,0.2814059853553772,0.2822054341774095,0.2814059853553772,0.0,22400
1963-02-20,0.2806066870689392,0.28100641169439355,0.27820833931621325,0.0,20000
1963-02-21,0.2802067697048187,0.2806064940553249,0.27860787230279405,0.0,16000
1963-02-25,0.2806066870689392,0.2806066870689392,0.2790077885671219,0.0,32000
1963-02-26,0.2782084345817566,0.28020705839340715,0.27660953553243617,0.0,40800
1963-02-27,0.2754100263118744,0.2770089234167329,0.2754100263118744,0.0,34400
1963-02-28,0.269414484500885,0.27301200729095615,0.2686150349919803,0.0,51200
1963-03-01,0.26781558990478516,0.2690147641879409,0.26701614038268134,0.0,54400
1963-03-04,0.2726121246814728,0.2726121246814728,0.26781543040555245,0.0,51200
1963-03-05,0.27341175079345703,0.27461092513904234,0.2718128516660099,0.0,34400
1963-03-06,0.2718126177787781,0.27301179109250795,0.2710131689029581,0.0,33600
1963-03-07,0.27341175079345703,0.27341175079345703,0.2718128516660099,0.0,36000
1963-03-08,0.27221250534057617,0.2734116793729135,0.2718127806631304,0.0,26400
1963-03-11,0.27301186323165894,0.2738113123187209,0.27141296505753504,0.0,47200
1963-03-12,0.27421098947525024,0.27421098947525024,0.27301181605188907,0.0,20800
1963-03-13,0.27620986104011536,0.27660958587519513,0.27341178719455705,0.0,38400
1963-03-14,0.2770092189311981,0.2770092189311981,0.2758100448232709,0.0,16000
1963-03-15,0.27740874886512756,0.27740874886512756,0.27620957559914,0.0,16000
1963-03-18,0.2766091525554657,0.279407222017732,0.27501025571988497,0.0,48000
1963-03-19,0.27501046657562256,0.2762096401217372,0.27461074206025105,0.0,34400
1963-03-20,0.27461081743240356,0.27461081743240356,0.27421109280732003,0.0,29600
1963-03-21,0.2718126177787781,0.2742109644062379,0.2718126177787781,0.0,28000
1963-03-22,0.2706134021282196,0.27181257525434166,0.2706134021282196,0.0,37600
1963-03-25,0.2710132598876953,0.27141298445980105,0.2710132598876953,0.0,20800
1963-03-26,0.2710132598876953,0.27141298445980105,0.27061353531558957,0.0,39200
1963-03-27,0.2726121246814728,0.2726121246814728,0.27101322658949933,0.0,52000
1963-03-28,0.2714129686355591,0.2726121422819607,0.2714129686355591,0.0,73600
1963-03-29,0.2714129686355591,0.2714129686355591,0.2710132440867586,0.0,24000
1963-04-01,0.2714129686355591,0.2714129686355591,0.2710132440867586,0.0,36800
1963-04-02,0.2726121246814728,0.2734115737274595,0.2722124001584794,0.0,46400
1963-04-03,0.27501046657562256,0.27501046657562256,0.27221239496802174,0.0,114400
1963-04-04,0.27221250534057617,0.2754103027601424,0.27221250534057617,0.0,62400
1963-04-05,0.27341175079345703,0.27341175079345703,0.2718128516660099,0.0,134400
1963-04-08,0.2758098542690277,0.2758098542690277,0.27381123213664343,0.0,117600
1963-04-09,0.2758098542690277,0.27620957869550455,0.2746106809895971,0.0,61600
1963-04-10,0.27461081743240356,0.2758099913076542,0.2734116435571529,0.0,56800
1963-04-11,0.27421098947525024,0.2750104384241577,0.2738112650007965,0.0,29600
1963-04-15,0.27620986104011536,0.27660958587519513,0.2746109616997963,0.0,64800
1963-04-16,0.2786083519458771,0.2790080769845369,0.2770094517912379,0.0,65600
1963-04-17,0.2802067697048187,0.2806064940553249,0.2782081479522879,0.0,40800
1963-04-18,0.2802067697048187,0.281006218405831,0.2802067697048187,0.0,32800
1963-04-19,0.2794076204299927,0.28020706998773226,0.27860817087225304,0.0,30400
1963-04-22,0.27900776267051697,0.28020693643557654,0.27860803808216383,0.0,48000
1963-04-23,0.2794076204299927,0.2814062443243417,0.2794076204299927,0.0,132000
1963-04-24,0.2782084345817566,0.28020705839340715,0.2774089850570964,0.0,41600
1963-04-25,0.2778084874153137,0.2786079362999621,0.27740876297298955,0.0,45600
1963-04-26,0.2782084345817566,0.2790078841064168,0.2782084345817566,0.0,25600
1963-04-29,0.27900776267051697,0.27900776267051697,0.27820831349381064,0.0,42400
1963-04-30,0.27965354919433594,0.2800570896693639,0.27884646824428017,0.0,30400
1963-05-01,0.2784426510334015,0.28005681132924726,0.2784426510334015,0.0,24800
1963-05-02,0.2780390977859497,0.2796532580053166,0.2780390977859497,0.0,15200
1963-05-03,0.2784426510334015,0.2788461911073629,0.2772320308115171,0.0,29600
1963-05-06,0.2768285870552063,0.27844274791267104,0.2768285870552063,0.0,50400
1963-05-07,0.27602165937423706,0.2784429020003269,0.27602165937423706,0.0,44800
