Date;Close;High;Low;Open;Volume
26/02/1962;0.240724102;0.242262275;0.240724102;0;25600
27/02/1962;0.239185929;0.241493189;0.239185929;0;35200
28/02/1962;0.239955068;0.240724154;0.238801438;0;18400
01/03/1962;0.24149324;0.242262327;0.240724153;0;19200
02/03/1962;0.24149324;0.242262327;0.24149324;0;23200
05/03/1962;0.24187775;0.242646836;0.241493206;0;29600
06/03/1962;0.239955068;0.241877785;0.239955068;0;38400
07/03/1962;0.240339577;0.240339577;0.239570491;0;64800
08/03/1962;0.242646948;0.243031491;0.241493317;0;23200
09/03/1962;0.24764581;0.24764581;0.243800378;0;52800
12/03/1962;0.248799577;0.249568664;0.248415034;0;31200
13/03/1962;0.249183998;0.249183998;0.248414911;0;24000
14/03/1962;0.248415068;0.249568698;0.248415068;0;23200
15/03/1962;0.248030558;0.249184189;0.248030558;0;16000
16/03/1962;0.248415068;0.249184155;0.247645981;0;28800
19/03/1962;0.249183998;0.249183998;0.248414911;0;12800
20/03/1962;0.249183998;0.249183998;0.248414911;0;20800
21/03/1962;0.25033772;0.250722263;0.24918409;0;44800
22/03/1962;0.249568552;0.250722181;0.248414922;0;35200
23/03/1962;0.250722438;0.250722438;0.24879972;0;32000
26/03/1962;0.253029704;0.253798791;0.249184268;0;43200
27/03/1962;0.253798425;0.254567511;0.25187571;0;41600
28/03/1962;0.252260357;0.254567617;0.252260357;0;45600
29/03/1962;0.251491129;0.253029301;0.251106586;0;16000
30/03/1962;0.249183998;0.25072217;0.249183998;0;38400
02/04/1962;0.246492386;0.248415103;0.246492386;0;16000
03/04/1962;0.246107846;0.246876934;0.244569672;0;27200
04/04/1962;0.24456954;0.246492257;0.24456954;0;30400
05/04/1962;0.244954124;0.246107754;0.244569581;0;24000
06/04/1962;0.246876851;0.246876851;0.24456959;0;31200
09/04/1962;0.243031308;0.247645827;0.243031308;0;28800
10/04/1962;0.244954124;0.245338667;0.243415951;0;16000
11/04/1962;0.24456954;0.2468768;0.24456954;0;25600
12/04/1962;0.24456954;0.244184997;0.24341591;0;13600
13/04/1962;0.24456954;0.24456954;0.243031367;0;31200
16/04/1962;0.244954124;0.245338667;0.243415951;0;23200
17/04/1962;0.246492386;0.246492386;0.244569668;0;12800
18/04/1962;0.244954124;0.247645928;0.244954124;0;36000
19/04/1962;0.244954124;0.246107754;0.244954124;0;7200
23/04/1962;0.244954124;0.245723211;0.244569581;0;19200
24/04/1962;0.24456954;0.245338627;0.24456954;0;5600
25/04/1962;0.245723203;0.246107746;0.245338659;0;17600
26/04/1962;0.243031308;0.245338567;0.243031308;0;18400
27/04/1962;0.24187775;0.244569553;0.24187775;0;35200
30/04/1962;0.24187775;0.246876813;0.241493206;0;43200
01/05/1962;0.240712985;0.241489479;0.233724544;0;48000
02/05/1962;0.240712985;0.244595453;0.240712985;0;28000
03/05/1962;0.241101235;0.242654222;0.237607014;0;36800
04/05/1962;0.239159942;0.241489422;0.239159942;0;12000
07/05/1962;0.240712985;0.242265972;0.239548245;0;13600
08/05/1962;0.238383502;0.240712982;0.238383502;0;32000
09/05/1962;0.237606913;0.239159899;0.235277433;0;24000
10/05/1962;0.238383502;0.238383502;0.233724541;0;39200
11/05/1962;0.23333624;0.237606953;0.23333624;0;29600
14/05/1962;0.234501034;0.234501034;0.226736099;0;64800
15/05/1962;0.236054078;0.237607065;0.23450109;0;21600
16/05/1962;0.238771647;0.24071288;0.237606907;0;24000
17/05/1962;0.237606913;0.239936392;0.236442173;0;18400
18/05/1962;0.238771647;0.238771647;0.235277428;0;32000
21/05/1962;0.236830607;0.238771842;0.235665866;0;25600
22/05/1962;0.23255977;0.236830484;0.23255977;0;50400
23/05/1962;0.229842097;0.234501058;0.229842097;0;15200
24/05/1962;0.225959599;0.232559793;0.225959599;0;49600
25/05/1962;0.222077176;0.22401841;0.220524189;0;64800
28/05/1962;0.209265053;0.217418237;0.202664857;0;125600
29/05/1962;0.216641739;0.216641739;0.203441346;0;168800
31/05/1962;0.225183219;0.225183219;0.221300749;0;116800
01/06/1962;0.227512598;0.228289092;0.22363013;0;57600
04/06/1962;0.21741806;0.229065456;0.21741806;0;56000
05/06/1962;0.219747633;0.2236301;0.216641659;0;51200
06/06/1962;0.22324194;0.224406681;0.220524212;0;74400
07/06/1962;0.220912308;0.223630034;0.220912308;0;22400
08/06/1962;0.222077176;0.222077176;0.219747695;0;25600
11/06/1962;0.220524132;0.222077119;0.218971145;0;29600
12/06/1962;0.214700505;0.219747714;0.214700505;0;32800
13/06/1962;0.21741806;0.21741806;0.212370855;0;85600
14/06/1962;0.214312181;0.216641661;0.210429714;0;40000
15/06/1962;0.21741806;0.21741806;0.211206115;0;68000
18/06/1962;0.222853765;0.223630259;0.217806554;0;65600
19/06/1962;0.222077176;0.22285367;0.220524189;0;22400
20/06/1962;0.218971416;0.222077394;0.218194922;0;12800
21/06/1962;0.214700505;0.217418233;0.214700505;0;48000
22/06/1962;0.209653229;0.214312189;0.209653229;0;42400
25/06/1962;0.210429832;0.210429832;0.206547363;0;56800
26/06/1962;0.210429832;0.213535808;0.208876845;0;40000
27/06/1962;0.211982667;0.212370914;0.208876694;0;24800
28/06/1962;0.215477005;0.215865252;0.212759277;0;37600
29/06/1962;0.217029989;0.217418236;0.214312261;0;38400
02/07/1962;0.220136032;0.220136032;0.216641809;0;26400
03/07/1962;0.220524132;0.221300626;0.218971145;0;17600
05/07/1962;0.221300602;0.221300602;0.218971122;0;7200
06/07/1962;0.222077176;0.222077176;0.219359448;0;27200
09/07/1962;0.22479488;0.22479488;0.221300659;0;28000
10/07/1962;0.227124363;0.231006831;0.227124363;0;57600
11/07/1962;0.227900684;0.227900684;0.225959451;0;27200
12/07/1962;0.228677347;0.230230334;0.228289101;0;21600
13/07/1962;0.227900684;0.228677177;0.227512437;0;23200
16/07/1962;0.229842097;0.229842097;0.226347876;0;17600
17/07/1962;0.224406734;0.229842191;0.224406734;0;29600
18/07/1962;0.226736173;0.226736173;0.224406692;0;12000
19/07/1962;0.22557129;0.22673603;0.225183043;0;8800
20/07/1962;0.226736173;0.226736173;0.225571432;0;24000
23/07/1962;0.225959599;0.226736092;0.225959599;0;16000
24/07/1962;0.22557129;0.22673603;0.22557129;0;24800
25/07/1962;0.227900684;0.227900684;0.225182959;0;12800
26/07/1962;0.230618745;0.23255998;0.227901016;0;27200
27/07/1962;0.231395125;0.231395125;0.229842138;0;12800
30/07/1962;0.23255977;0.23255977;0.231006784;0;27200
31/07/1962;0.233344093;0.234128443;0.232559743;0;24800
01/08/1962;0.232167587;0.232951937;0.231383237;0;24000
02/08/1962;0.233344093;0.233736268;0.232167568;0;11200
03/08/1962;0.232167587;0.233344112;0.232167587;0;26400
06/08/1962;0.230991095;0.23216762;0.23059892;0;6400
07/08/1962;0.2298145;0.230991024;0.22903015;0;12800
08/08/1962;0.230599046;0.230991221;0.229030345;0;16000
09/08/1962;0.229422316;0.230598841;0.229422316;0;4800
10/08/1962;0.230206624;0.231383148;0.229422274;0;15200
13/08/1962;0.2298145;0.2298145;0.22903015;0;13600
14/08/1962;0.230991095;0.230991095;0.229422395;0;22400
15/08/1962;0.232167587;0.232167587;0.231383237;0;26400
16/08/1962;0.23255977;0.23334412;0.231383245;0;18400
17/08/1962;0.234520704;0.234912879;0.232167653;0;27200
20/08/1962;0.236481592;0.238050293;0.234520717;0;39200
21/08/1962;0.240795448;0.241187623;0.236873698;0;32000
22/08/1962;0.242364302;0.244325179;0.2392269;0;24000
23/08/1962;0.245893955;0.247462657;0.243933078;0;24000
24/08/1962;0.245893955;0.246678306;0.244717429;0;16800
27/08/1962;0.242364302;0.245893879;0.242364302;0;14400
28/08/1962;0.242756322;0.243540672;0.241579797;0;37600
29/08/1962;0.241579756;0.242756281;0.240795406;0;11200
30/08/1962;0.238442436;0.241579836;0.238442436;0;8800
31/08/1962;0.238050282;0.238442457;0.237265932;0;20800
04/09/1962;0.236873716;0.238442416;0.236873716;0;9600
05/09/1962;0.23530519;0.238442593;0.23530519;0;15200
06/09/1962;0.238442436;0.238442436;0.236873736;0;12800
07/09/1962;0.238442436;0.240011136;0.238442436;0;10400
10/09/1962;0.241187572;0.242364097;0.239618873;0;20800
11/09/1962;0.239226818;0.241187694;0.239226818;0;9600
12/09/1962;0.240011036;0.240795386;0.239226687;0;14400
13/09/1962;0.240011036;0.240011036;0.238834512;0;16800
14/09/1962;0.238442436;0.239618961;0.236873736;0;47200
17/09/1962;0.238834724;0.241579951;0.237658198;0;12000
18/09/1962;0.239226818;0.241972044;0.239226818;0;20800
19/09/1962;0.240011036;0.240795386;0.240011036;0;11200
20/09/1962;0.238834724;0.240403425;0.238834724;0;17600
21/09/1962;0.236481592;0.239226818;0.236481592;0;20800
24/09/1962;0.229030281;0.236873784;0.229030281;0;34400
25/09/1962;0.232952058;0.232952058;0.229030306;0;19200
26/09/1962;0.230206624;0.233736197;0.229814449;0;11200
27/09/1962;0.231383353;0.232167704;0.229422478;0;15200
28/09/1962;0.233344093;0.235304968;0.231383218;0;16800
01/10/1962;0.230599046;0.231775571;0.229814695;0;14400
02/10/1962;0.232167587;0.232167587;0.229422362;0;16800
03/10/1962;0.230599046;0.232952097;0.230599046;0;12800
04/10/1962;0.23255977;0.233736295;0.23099107;0;15200
05/10/1962;0.233736336;0.234128511;0.232559811;0;9600
08/10/1962;0.234912872;0.235305047;0.233736347;0;16000
09/10/1962;0.234912872;0.235305047;0.234128522;0;12000
10/10/1962;0.23530519;0.236089541;0.234520839;0;46400
11/10/1962;0.234912872;0.235697222;0.234128522;0;8800
12/10/1962;0.233344093;0.233736268;0.232167568;0;12800
15/10/1962;0.233736336;0.234912861;0.232951986;0;15200
16/10/1962;0.234128401;0.23491275;0.234128401;0;13600
17/10/1962;0.233344093;0.233736268;0.233344093;0;12800
18/10/1962;0.231383353;0.233736405;0.231383353;0;18400
19/10/1962;0.227461636;0.230599038;0.227461636;0;21600
22/10/1962;0.224324197;0.225108547;0.221971146;0;41600
23/10/1962;0.216480613;0.221186713;0.216480613;0;60800
24/10/1962;0.220010161;0.220402336;0.213343187;0;76000
25/10/1962;0.220402375;0.220402375;0.21765715;0;24000
26/10/1962;0.220794708;0.220794708;0.219618182;0;16000
29/10/1962;0.225892857;0.229030258;0.224324156;0;53600
30/10/1962;0.228270665;0.229063271;0.225100239;0;34400
31/10/1962;0.230252087;0.231440996;0.228270572;0;22400
01/11/1962;0.230252087;0.230252087;0.229063178;0;8800
02/11/1962;0.232233644;0.232233644;0.229855825;0;19200
05/11/1962;0.232629895;0.232629895;0.231044683;0;19200
07/11/1962;0.234611526;0.235404133;0.23263001;0;18400
08/11/1962;0.236592934;0.236989237;0.235007721;0;24800
09/11/1962;0.237782091;0.237782091;0.23659318;0;16000
12/11/1962;0.239367098;0.240159704;0.237781885;0;27200
13/11/1962;0.239367098;0.24095231;0.238970794;0;22400
14/11/1962;0.242141336;0.242141336;0.240952426;0;24800
15/11/1962;0.244122684;0.24491529;0.242537472;0;28000
16/11/1962;0.244122684;0.245311593;0.243330078;0;20000
19/11/1962;0.244122684;0.24491529;0.244122684;0;22400
20/11/1962;0.245707974;0.245707974;0.243726458;0;44800
21/11/1962;0.248085782;0.248085782;0.24531166;0;28800
23/11/1962;0.250463605;0.251256211;0.247689483;0;48000
26/11/1962;0.252048731;0.252841337;0.250463519;0;80000
27/11/1962;0.253237814;0.25403042;0.250463691;0;65600
28/11/1962;0.251652718;0.254426842;0.251652718;0;19200
29/11/1962;0.253634006;0.253634006;0.25165249;0;42400
30/11/1962;0.252048731;0.25323764;0.252048731;0;35200
03/12/1962;0.252048731;0.25323764;0.251652428;0;20000
04/12/1962;0.253237814;0.253237814;0.251256297;0;30400
05/12/1962;0.251652718;0.253237932;0.251652718;0;22400
06/12/1962;0.253237814;0.253237814;0.252048904;0;30400
07/12/1962;0.252841473;0.253237776;0.252841473;0;18400
10/12/1962;0.252445191;0.253237798;0.252445191;0;26400
11/12/1962;0.253634006;0.253634006;0.2528414;0;102400
12/12/1962;0.25759697;0.258389576;0.254822848;0;68800
13/12/1962;0.258389771;0.258786074;0.257597164;0;48000
14/12/1962;0.260767639;0.260767639;0.258389818;0;50400
17/12/1962;0.259975016;0.260767623;0.259182409;0;19200
18/12/1962;0.259975016;0.259975016;0.258786106;0;26400
19/12/1962;0.260371119;0.261163725;0.25918221;0;24000
20/12/1962;0.261956543;0.26274915;0.260371329;0;37600
21/12/1962;0.263145268;0.263937874;0.262352662;0;30400
24/12/1962;0.262352735;0.262352735;0.259974915;0;30400
26/12/1962;0.264334142;0.264334142;0.262352627;0;13600
27/12/1962;0.264334142;0.265919354;0.263937839;0;28800
28/12/1962;0.264730603;0.265919512;0.263937996;0;20000
31/12/1962;0.265523165;0.265919469;0.264334256;0;24800
02/01/1963;0.259578556;0.264334193;0.259578556;0;18400
03/01/1963;0.26393792;0.265523133;0.260767495;0;24800
04/01/1963;0.264730603;0.265523209;0.264334299;0;28000
07/01/1963;0.264730603;0.265523209;0.264730603;0;24000
08/01/1963;0.26710853;0.268693744;0.265919619;0;33600
09/01/1963;0.267900944;0.26869355;0.267108337;0;15200
10/01/1963;0.269486278;0.271467795;0.267901065;0;39200
11/01/1963;0.268693566;0.271071385;0.268297263;0;36800
14/01/1963;0.26988247;0.270675077;0.268693561;0;36000
15/01/1963;0.270278722;0.270278722;0.269486116;0;5600
16/01/1963;0.267900944;0.269486156;0.266315731;0;20800
17/01/1963;0.26988247;0.26988247;0.267108348;0;26400
18/01/1963;0.270675242;0.271467849;0.269486332;0;31200
21/01/1963;0.271071523;0.271467827;0.26948631;0;18400
22/01/1963;0.27305299;0.2742419;0.268693654;0;51200
23/01/1963;0.272656769;0.273053072;0.272260465;0;34400
24/01/1963;0.278204829;0.278601132;0.272656584;0;64800
25/01/1963;0.277412504;0.278601415;0.276223593;0;35200
28/01/1963;0.277808398;0.279789913;0.277412095;0;31200
29/01/1963;0.275809854;0.277009028;0.274610681;0;49600
30/01/1963;0.276609153;0.276609153;0.275809704;0;20000
31/01/1963;0.276209861;0.276209861;0.275010687;0;22400
01/02/1963;0.277009219;0.278208393;0.27541032;0;17600
04/02/1963;0.277009219;0.277408944;0.276609494;0;10400
05/02/1963;0.277009219;0.277009219;0.27541032;0;44000
06/02/1963;0.277408749;0.277408749;0.2766093;0;16800
07/02/1963;0.278608352;0.278608352;0.277009452;0;28800
08/02/1963;0.278208435;0.278608159;0.276609536;0;23200
11/02/1963;0.281405985;0.282205434;0.278607914;0;33600
12/02/1963;0.281806082;0.282205806;0.279407732;0;33600
13/02/1963;0.284603775;0.284603775;0.282205428;0;43200
14/02/1963;0.283404827;0.285803175;0.282205653;0;50400
15/02/1963;0.285403192;0.286202641;0.282205397;0;39200
18/02/1963;0.284204125;0.286202748;0.283804401;0;19200
19/02/1963;0.281405985;0.282205434;0.281405985;0;22400
20/02/1963;0.280606687;0.281006412;0.278208339;0;20000
21/02/1963;0.28020677;0.280606494;0.278607872;0;16000
25/02/1963;0.280606687;0.280606687;0.279007789;0;32000
26/02/1963;0.278208435;0.280207058;0.276609536;0;40800
27/02/1963;0.275410026;0.277008923;0.275410026;0;34400
28/02/1963;0.269414485;0.273012007;0.268615035;0;51200
01/03/1963;0.26781559;0.269014764;0.26701614;0;54400
04/03/1963;0.272612125;0.272612125;0.26781543;0;51200
05/03/1963;0.273411751;0.274610925;0.271812852;0;34400
06/03/1963;0.271812618;0.273011791;0.271013169;0;33600
07/03/1963;0.273411751;0.273411751;0.271812852;0;36000
08/03/1963;0.272212505;0.273411679;0.271812781;0;26400
11/03/1963;0.273011863;0.273811312;0.271412965;0;47200
12/03/1963;0.274210989;0.274210989;0.273011816;0;20800
13/03/1963;0.276209861;0.276609586;0.273411787;0;38400
14/03/1963;0.277009219;0.277009219;0.275810045;0;16000
15/03/1963;0.277408749;0.277408749;0.276209576;0;16000
18/03/1963;0.276609153;0.279407222;0.275010256;0;48000
19/03/1963;0.275010467;0.27620964;0.274610742;0;34400
20/03/1963;0.274610817;0.274610817;0.274211093;0;29600
21/03/1963;0.271812618;0.274210964;0.271812618;0;28000
22/03/1963;0.270613402;0.271812575;0.270613402;0;37600
25/03/1963;0.27101326;0.271412984;0.27101326;0;20800
26/03/1963;0.27101326;0.271412984;0.270613535;0;39200
27/03/1963;0.272612125;0.272612125;0.271013227;0;52000
28/03/1963;0.271412969;0.272612142;0.271412969;0;73600
29/03/1963;0.271412969;0.271412969;0.271013244;0;24000
01/04/1963;0.271412969;0.271412969;0.271013244;0;36800
02/04/1963;0.272612125;0.273411574;0.2722124;0;46400
03/04/1963;0.275010467;0.275010467;0.272212395;0;114400
04/04/1963;0.272212505;0.275410303;0.272212505;0;62400
05/04/1963;0.273411751;0.273411751;0.271812852;0;134400
08/04/1963;0.275809854;0.275809854;0.273811232;0;117600
09/04/1963;0.275809854;0.276209579;0.274610681;0;61600
10/04/1963;0.274610817;0.275809991;0.273411644;0;56800
11/04/1963;0.274210989;0.275010438;0.273811265;0;29600
15/04/1963;0.276209861;0.276609586;0.274610962;0;64800
16/04/1963;0.278608352;0.279008077;0.277009452;0;65600
17/04/1963;0.28020677;0.280606494;0.278208148;0;40800
18/04/1963;0.28020677;0.281006218;0.28020677;0;32800
19/04/1963;0.27940762;0.28020707;0.278608171;0;30400
22/04/1963;0.279007763;0.280206936;0.278608038;0;48000
23/04/1963;0.27940762;0.281406244;0.27940762;0;132000
24/04/1963;0.278208435;0.280207058;0.277408985;0;41600
25/04/1963;0.277808487;0.278607936;0.277408763;0;45600
26/04/1963;0.278208435;0.279007884;0.278208435;0;25600
29/04/1963;0.279007763;0.279007763;0.278208313;0;42400
30/04/1963;0.279653549;0.28005709;0.278846468;0;30400
01/05/1963;0.278442651;0.280056811;0.278442651;0;24800
02/05/1963;0.278039098;0.279653258;0.278039098;0;15200
03/05/1963;0.278442651;0.278846191;0.277232031;0;29600
06/05/1963;0.276828587;0.278442748;0.276828587;0;50400
07/05/1963;0.276021659;0.278442902;0.276021659;0;44800
08/05/1963;0.277635753;0.277635753;0.276021592;0;36800
09/05/1963;0.278039098;0.278846178;0.277635558;0;35200
10/05/1963;0.279653549;0.279653549;0.278039387;0;28000
13/05/1963;0.280460417;0.281671038;0.278442716;0;56000
14/05/1963;0.279249817;0.280863978;0.279249817;0;28000
15/05/1963;0.280460417;0.280863957;0.280056877;0;25600
16/05/1963;0.279653549;0.280864171;0.278846468;0;32000
17/05/1963;0.278442651;0.280460351;0.278442651;0;32800
20/05/1963;0.278846562;0.280057184;0.278443021;0;28000
21/05/1963;0.279653549;0.28046063;0.278442928;0;37600
22/05/1963;0.279249817;0.280056898;0.278442737;0;20800
23/05/1963;0.280460417;0.280460417;0.278039176;0;38400
24/05/1963;0.280460417;0.280460417;0.279249797;0;30400
27/05/1963;0.279249817;0.280460438;0.278846277;0;20000
28/05/1963;0.280056924;0.280460464;0.279249843;0;16000
29/05/1963;0.279249817;0.280460438;0.279249817;0;20800
31/05/1963;0.279249817;0.280460438;0.279249817;0;20000
03/06/1963;0.278442651;0.279249731;0.278442651;0;24000
04/06/1963;0.276828587;0.279249828;0.276021507;0;23200
05/06/1963;0.275214463;0.277232165;0.275214463;0;44000
06/06/1963;0.274811178;0.275214719;0.274407638;0;32800
07/06/1963;0.274407327;0.276021488;0.273600247;0;16000
10/06/1963;0.273600399;0.275214561;0.271986238;0;36800
11/06/1963;0.271986127;0.272793207;0.267950724;0;51200
12/06/1963;0.273600399;0.275214561;0.272793319;0;38400
13/06/1963;0.273600399;0.27440748;0.273196859;0;212800
14/06/1963;0.273600399;0.27440748;0.273600399;0;17600
17/06/1963;0.272793174;0.275214415;0.272793174;0;26400
18/06/1963;0.274407327;0.274407327;0.273600247;0;29600
19/06/1963;0.273196757;0.274407378;0.273196757;0;27200
20/06/1963;0.272793174;0.273600254;0.272389634;0;24800
21/06/1963;0.27117902;0.273196721;0.27117902;0;16000
24/06/1963;0.27117902;0.273600262;0.2699684;0;32000
25/06/1963;0.270775467;0.271986088;0.270775467;0;15200
26/06/1963;0.270775467;0.271986088;0.270775467;0;26400
27/06/1963;0.27117902;0.271582561;0.27037194;0;20800
28/06/1963;0.270775467;0.271179007;0.269968387;0;26400
01/07/1963;0.273600399;0.273600399;0.271179157;0;24000
02/07/1963;0.27723217;0.27723217;0.271986147;0;36000
03/07/1963;0.276021659;0.277635821;0.276021659;0;29600
05/07/1963;0.277635753;0.277635753;0.276828672;0;12000
08/07/1963;0.276425093;0.277635714;0.276425093;0;17600
09/07/1963;0.277635753;0.278039293;0.276021592;0;19200
10/07/1963;0.275214463;0.277635705;0.275214463;0;19200
11/07/1963;0.276021659;0.27682874;0.275618119;0;23200
12/07/1963;0.276828587;0.276828587;0.276021507;0;20800
15/07/1963;0.276425093;0.276828634;0.276021553;0;25600
16/07/1963;0.277635753;0.277635753;0.276828672;0;18400
17/07/1963;0.276021659;0.277635821;0.276021659;0;8800
18/07/1963;0.276021659;0.278442902;0.276021659;0;33600
19/07/1963;0.276425093;0.277635714;0.276425093;0;48800
22/07/1963;0.275618047;0.277635748;0.275618047;0;29600
23/07/1963;0.276425093;0.277232174;0.275618013;0;40000
24/07/1963;0.276425093;0.276425093;0.275214473;0;23200
25/07/1963;0.277635753;0.279249915;0.277232213;0;44800
26/07/1963;0.278846562;0.280057184;0.278443021;0;36800
29/07/1963;0.280460417;0.280460417;0.279653337;0;27200
30/07/1963;0.28151989;0.281927299;0.280705071;0;25600
31/07/1963;0.283149451;0.28355686;0.281927223;0;34400
01/08/1963;0.28151989;0.283149527;0.28151989;0;30400
02/08/1963;0.281927019;0.282741837;0.281927019;0;18400
05/08/1963;0.281927019;0.283556655;0.281927019;0;20800
06/08/1963;0.283557057;0.283557057;0.282334829;0;37600
07/08/1963;0.283557057;0.284371877;0.283557057;0;17600
08/08/1963;0.283964336;0.285186564;0.283556927;0;33600
09/08/1963;0.283964336;0.284779155;0.283964336;0;11200
12/08/1963;0.283964336;0.285186564;0.283149517;0;20800
13/08/1963;0.283557057;0.284371877;0.282742238;0;25600
14/08/1963;0.283964336;0.284371745;0.283556927;0;24000
15/08/1963;0.287630796;0.287630796;0.284778933;0;40000
16/08/1963;0.287630796;0.287630796;0.284371524;0;49600
19/08/1963;0.285593927;0.288038383;0.285593927;0;27200
20/08/1963;0.286001354;0.286001354;0.285186536;0;13600
21/08/1963;0.288445532;0.288852941;0.287223305;0;36800
22/08/1963;0.289667726;0.289667726;0.288445499;0;24000
23/08/1963;0.288853079;0.289667897;0.288853079;0;24800
26/08/1963;0.287630796;0.289667842;0.287630796;0;20800
27/08/1963;0.28681615;0.288853196;0.28681615;0;14400
28/08/1963;0.289260387;0.289260387;0.287630751;0;24800
29/08/1963;0.290890336;0.290890336;0.289260698;0;30400
30/08/1963;0.290890336;0.291297745;0.290075517;0;21600
03/09/1963;0.290482521;0.290482521;0.288852886;0;22400
04/09/1963;0.288445532;0.291297395;0.288445532;0;16800
05/09/1963;0.288445532;0.290075168;0.288445532;0;26400
06/09/1963;0.289260387;0.289260387;0.286815933;0;52800
09/09/1963;0.288038254;0.28966789;0.288038254;0;28800
10/09/1963;0.288853079;0.288853079;0.287630852;0;17600
11/09/1963;0.289260387;0.290075205;0.288445569;0;33600
12/09/1963;0.288445532;0.28926035;0.287223305;0;22400
13/09/1963;0.288038254;0.288445663;0.286816026;0;22400
16/09/1963;0.287630796;0.287630796;0.286815978;0;8000
17/09/1963;0.288445532;0.28926035;0.288445532;0;36000
18/09/1963;0.288445532;0.28926035;0.288445532;0;17600
19/09/1963;0.289667726;0.290075134;0.28803809;0;28800
20/09/1963;0.290890336;0.290890336;0.289260698;0;32000
23/09/1963;0.289260387;0.290482614;0.288445569;0;22400
24/09/1963;0.288445532;0.28926035;0.287630714;0;21600
25/09/1963;0.287223488;0.289260534;0.287223488;0;24800
26/09/1963;0.283149451;0.284371679;0.282742042;0;36800
27/09/1963;0.283557057;0.283557057;0.281927419;0;26400
30/09/1963;0.283557057;0.284371877;0.281927419;0;28800
01/10/1963;0.282334715;0.282742125;0.281519896;0;7200
02/10/1963;0.28151989;0.282742118;0.28151989;0;15200
03/10/1963;0.281927019;0.282741837;0.281927019;0;15200
04/10/1963;0.285186619;0.285186619;0.281519933;0;18400
07/10/1963;0.282741994;0.285593858;0.282741994;0;19200
08/10/1963;0.284371674;0.284371674;0.283149446;0;13600
09/10/1963;0.281927019;0.283556655;0.281927019;0;16000
10/10/1963;0.281927019;0.281927019;0.281112201;0;18400
11/10/1963;0.284779251;0.28518666;0.283149613;0;28000
14/10/1963;0.280704975;0.28355684;0.280704975;0;15200
15/10/1963;0.280704975;0.281927203;0.280704975;0;12800
16/10/1963;0.281927019;0.281927019;0.280704792;0;11200
17/10/1963;0.280704975;0.282742021;0.280704975;0;24000
18/10/1963;0.281112343;0.282334571;0.281112343;0;16800
21/10/1963;0.282334715;0.282334715;0.280705078;0;17600
22/10/1963;0.281927019;0.281927019;0.280297383;0;16000
23/10/1963;0.280704975;0.281519794;0.280297566;0;14400
24/10/1963;0.279482812;0.28029763;0.278667993;0;20800
25/10/1963;0.278260589;0.281112454;0.277038361;0;36000
28/10/1963;0.2766307;0.278260336;0.2766307;0;36000
29/10/1963;0.277289301;0.278112118;0.276466484;0;28800
30/10/1963;0.278934896;0.279757713;0.277289262;0;19200
31/10/1963;0.283048809;0.283048809;0.278934727;0;32800
01/11/1963;0.27975738;0.283048644;0.27975738;0;28800
